customer_id,booking_id,customer_name,country,booking_date,check_in,check_out,nights,season,room_type,room_number,view,balcony_type,room_amenities,nightly_rate_eur,adults,children,booking_channel,payment_method,booking_status,total_revenue_eur
CUST-01233,BOOK-01233,Elina Johansson,Belgium,2025-06-22,2025-06-28,2025-07-01,3,Summer,Standard Room,SR-02,Slope view,French balcony,French balcony or balcony,95,2,0,Direct website,Credit card,No-show,0
CUST-01234,BOOK-01234,Elsa Bianchi,Finland,2025-10-11,2025-12-18,2025-12-21,3,Winter,Standard View Room,SV-32,Forest view,Balcony,French balcony or balcony,120,4,1,Corporate,Invoice,No-show,0
CUST-01235,BOOK-01235,Ava Smith,Norway,2025-10-30,2026-02-11,2026-02-18,7,Winter,Standard Room,SR-34,Slope view,Balcony,French balcony or balcony,100,2,1,Booking.com,Invoice,Cancelled,0
CUST-01236,BOOK-01236,Daniel Andersen,Spain,2026-03-02,2026-04-13,2026-04-18,5,Winter,Superior Room,SU-01,Slope view,French balcony,French balcony or balcony,140,2,0,Phone,Debit card,No-show,0
CUST-01237,BOOK-01237,Sofia Salminen,Italy,2025-11-13,2025-12-06,2025-12-11,5,Winter,Deluxe Room,DR-01,Slope view,Balcony,Bathtub and sauna; French balcony or balcony,200,3,1,Expedia,Invoice,Completed,1000
CUST-01238,BOOK-01238,Ella Heikkinen,Austria,2025-06-21,2025-08-20,2025-08-23,3,Summer,Superior Family Room,SF-02,Forest view,Balcony,French balcony or balcony,170,2,1,Expedia,Debit card,Completed,510
CUST-01239,BOOK-01239,Oskari Schmidt,Spain,2025-01-30,2025-06-12,2025-06-17,5,Summer,Standard View Room,SV-08,Forest view,French balcony,French balcony or balcony,120,3,1,Expedia,Debit card,Cancelled,0
CUST-01240,BOOK-01240,Mikael Bianchi,Germany,2025-11-11,2026-03-12,2026-03-17,5,Winter,Standard View Room,SV-16,Slope view,French balcony,French balcony or balcony,120,3,0,Expedia,Credit card,Completed,600
CUST-01241,BOOK-01241,Ava Müller,Italy,2025-05-29,2025-10-28,2025-10-31,3,Shoulder,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,4,0,Phone,Debit card,Completed,894
CUST-01242,BOOK-01242,Alma Smith,United States,2025-07-10,2025-08-12,2025-08-18,6,Summer,Standard Room,SR-46,Slope view,French balcony,French balcony or balcony,95,2,0,Corporate,Credit card,No-show,0
CUST-01243,BOOK-01243,Anna Lehtonen,Sweden,2026-01-04,2026-04-20,2026-04-25,5,Winter,Standard View Room,SV-26,Slope view,French balcony,French balcony or balcony,120,3,2,Corporate,Invoice,Cancelled,0
CUST-01244,BOOK-01244,Elina Bianchi,Finland,2025-11-11,2025-11-15,2025-11-25,10,Winter,Standard Room,SR-22,Slope view,French balcony,French balcony or balcony,100,2,0,Direct website,Credit card,Cancelled,0
CUST-01245,BOOK-01245,Elsa Kowalski,Finland,2025-09-16,2025-11-19,2025-11-25,6,Winter,Standard Room,SR-28,Slope view,Balcony,French balcony or balcony,100,2,1,Travel agency,Online payment,No-show,0
CUST-01246,BOOK-01246,Aino Novak,France,2025-07-14,2025-10-24,2025-10-30,6,Shoulder,Standard View Room,SV-27,Forest view,Balcony,French balcony or balcony,120,2,0,Direct website,Credit card,Cancelled,0
CUST-01247,BOOK-01247,Felix Salminen,Denmark,2025-06-20,2025-11-07,2025-11-11,4,Winter,Superior Family Room,SF-05,Forest view,Balcony,French balcony or balcony,170,2,0,Travel agency,Online payment,No-show,0
CUST-01248,BOOK-01248,Emma Müller,United Kingdom,2025-04-18,2025-06-14,2025-06-18,4,Summer,Superior Family Room,SF-03,Forest view,French balcony,French balcony or balcony,170,1,0,Expedia,Online payment,Completed,680
CUST-01249,BOOK-01249,Mila Smith,Poland,2025-12-20,2026-01-01,2026-01-03,2,Winter,Standard Room,SR-44,Forest view,Balcony,French balcony or balcony,100,3,1,Expedia,Debit card,Completed,200
CUST-01250,BOOK-01250,Elsa Rossi,Denmark,2026-01-08,2026-02-08,2026-02-15,7,Winter,Standard View Room,SV-36,Forest view,French balcony,French balcony or balcony,120,2,1,Direct website,Debit card,Completed,840
CUST-01251,BOOK-01251,Oliver Müller,Finland,2025-03-21,2025-06-29,2025-07-03,4,Summer,Standard Room,SR-07,Slope view,French balcony,French balcony or balcony,95,3,0,Phone,Debit card,Cancelled,0
CUST-01252,BOOK-01252,Iida Virtanen,Poland,2025-03-12,2025-07-22,2025-08-01,10,Summer,Superior Family Room,SF-04,Forest view,French balcony,French balcony or balcony,170,2,0,Phone,Invoice,Completed,1700
CUST-01253,BOOK-01253,Lucas Smith,Italy,2025-10-20,2026-01-04,2026-01-09,5,Winter,Superior Room,SU-06,Slope view,French balcony,French balcony or balcony,140,2,0,Corporate,Credit card,No-show,0
CUST-01254,BOOK-01254,Matti Karlsson,Germany,2025-11-12,2026-02-26,2026-03-08,10,Winter,Superior Family Room,SF-05,Forest view,French balcony,French balcony or balcony,170,2,1,Corporate,Credit card,Completed,1700
CUST-01255,BOOK-01255,Leo Smith,Belgium,2025-02-02,2025-06-28,2025-06-30,2,Summer,Standard View Room,SV-07,Slope view,French balcony,French balcony or balcony,120,3,0,Booking.com,Credit card,Completed,240
CUST-01256,BOOK-01256,Felix Wilson,Poland,2025-08-10,2026-01-18,2026-01-28,10,Winter,Standard View Room,SV-26,Slope view,Balcony,French balcony or balcony,120,3,1,Corporate,Invoice,Cancelled,0
CUST-01257,BOOK-01257,Laura Hansen,Netherlands,2025-06-07,2025-07-16,2025-07-23,7,Summer,Standard Room,SR-23,Forest view,Balcony,French balcony or balcony,95,2,0,Corporate,Online payment,Completed,665
CUST-01258,BOOK-01258,Ava Mäkinen,United Kingdom,2026-01-19,2026-03-19,2026-03-23,4,Winter,Deluxe Sky Suite,DS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,700,3,1,Travel agency,Invoice,Completed,2800
CUST-01259,BOOK-01259,Elias Brown,Canada,2026-02-03,2026-03-16,2026-03-20,4,Winter,Sky Suite,SS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Travel agency,Credit card,No-show,0
CUST-01260,BOOK-01260,Nora Smith,Netherlands,2026-01-30,2026-04-25,2026-04-29,4,Winter,Superior Room,SU-15,Forest view,Balcony,French balcony or balcony,140,3,2,Corporate,Debit card,No-show,0
CUST-01261,BOOK-01261,Aino Novak,Belgium,2026-01-17,2026-05-03,2026-05-10,7,Shoulder,Superior Family Room,SF-09,Slope view,French balcony,French balcony or balcony,170,4,2,Corporate,Invoice,Completed,1190
CUST-01262,BOOK-01262,Amelia Miller,Belgium,2025-07-04,2025-11-22,2025-11-23,1,Winter,Superior Family Room,SF-09,Slope view,French balcony,French balcony or balcony,170,2,0,Corporate,Invoice,Completed,170
CUST-01263,BOOK-01263,Aino Brown,Canada,2025-11-30,2026-03-21,2026-03-24,3,Winter,Standard View Room,SV-07,Slope view,French balcony,French balcony or balcony,120,3,1,Booking.com,Debit card,Completed,360
CUST-01264,BOOK-01264,Linnea Müller,France,2025-12-18,2026-02-26,2026-03-01,3,Winter,Standard Room,SR-13,Forest view,Balcony,French balcony or balcony,100,2,0,Expedia,Online payment,Completed,300
CUST-01265,BOOK-01265,Hugo Silva,Netherlands,2026-04-15,2026-04-17,2026-04-24,7,Winter,Deluxe Room,DR-05,Forest view,French balcony,Bathtub and sauna; French balcony or balcony,200,3,0,Corporate,Invoice,Completed,1400
CUST-01266,BOOK-01266,Adam Järvinen,Norway,2025-11-25,2025-12-17,2025-12-19,2,Winter,Standard Room,SR-39,Slope view,French balcony,French balcony or balcony,100,3,0,Direct website,Credit card,Cancelled,0
CUST-01267,BOOK-01267,Oliver Salminen,Norway,2025-04-11,2025-07-04,2025-07-07,3,Summer,Standard Room,SR-37,Forest view,French balcony,French balcony or balcony,95,2,1,Phone,Debit card,Completed,285
CUST-01268,BOOK-01268,Leo Bianchi,Belgium,2026-01-27,2026-03-26,2026-04-02,7,Winter,Superior Room,SU-06,Slope view,Balcony,French balcony or balcony,140,2,2,Travel agency,Invoice,Completed,980
CUST-01269,BOOK-01269,Mila Bianchi,Austria,2025-12-17,2026-04-03,2026-04-06,3,Winter,Standard Room,SR-38,Slope view,French balcony,French balcony or balcony,100,2,0,Corporate,Credit card,Cancelled,0
CUST-01270,BOOK-01270,Leo Heikkinen,Norway,2025-11-30,2026-02-07,2026-02-12,5,Winter,Superior Family Room,SF-09,Slope view,French balcony,French balcony or balcony,170,2,0,Corporate,Online payment,Cancelled,0
CUST-01271,BOOK-01271,Oliver Kowalski,Germany,2025-04-14,2025-07-05,2025-07-15,10,Summer,Standard Room,SR-10,Forest view,Balcony,French balcony or balcony,95,3,0,Expedia,Invoice,Completed,950
CUST-01272,BOOK-01272,Lucas Schmidt,United Kingdom,2025-02-01,2025-07-26,2025-07-30,4,Summer,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,1,0,Travel agency,Credit card,Completed,1192
CUST-01273,BOOK-01273,Mila Johansson,Canada,2025-05-03,2025-09-21,2025-09-26,5,Shoulder,Standard Room,SR-39,Slope view,Balcony,French balcony or balcony,100,2,0,Travel agency,Credit card,Completed,500
CUST-01274,BOOK-01274,Emma Schmidt,Estonia,2026-04-24,2026-05-08,2026-05-12,4,Shoulder,Standard Room,SR-25,Forest view,French balcony,French balcony or balcony,100,3,0,Direct website,Credit card,Completed,400
CUST-01275,BOOK-01275,Lucas Dubois,Italy,2025-12-10,2026-01-07,2026-01-10,3,Winter,Deluxe Sky Suite,DS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,700,2,0,Booking.com,Invoice,Cancelled,0
CUST-01276,BOOK-01276,Aino Müller,United Kingdom,2025-08-30,2026-02-11,2026-02-16,5,Winter,Standard Room,SR-05,Slope view,French balcony,French balcony or balcony,100,3,2,Corporate,Debit card,Completed,500
CUST-01277,BOOK-01277,Emma Miller,Estonia,2025-03-18,2025-07-23,2025-07-28,5,Summer,Standard Room,SR-17,Forest view,Balcony,French balcony or balcony,95,2,0,Booking.com,Debit card,Cancelled,0
CUST-01278,BOOK-01278,Alexander Korhonen,Estonia,2025-05-30,2025-07-29,2025-08-04,6,Summer,Standard Room,SR-42,Forest view,Balcony,French balcony or balcony,95,4,0,Phone,Invoice,Completed,570
CUST-01279,BOOK-01279,Leo Hansen,Canada,2025-10-23,2025-12-24,2025-12-29,5,Winter,Deluxe Sky Suite,DS-01,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,700,2,1,Direct website,Online payment,Cancelled,0
CUST-01280,BOOK-01280,Liam Lehtonen,Belgium,2025-03-09,2025-06-02,2025-06-05,3,Summer,Standard Room,SR-21,Slope view,French balcony,French balcony or balcony,95,2,0,Phone,Online payment,Completed,285
CUST-01281,BOOK-01281,Linnea Hansen,Germany,2025-05-19,2025-06-08,2025-06-14,6,Summer,Standard View Room,SV-13,Forest view,French balcony,French balcony or balcony,120,1,0,Expedia,Invoice,Completed,720
CUST-01282,BOOK-01282,Oscar Silva,Italy,2025-11-19,2026-01-20,2026-01-25,5,Winter,Sky Suite,SS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Corporate,Credit card,No-show,0
CUST-01283,BOOK-01283,Ella Petrov,Netherlands,2025-03-03,2025-08-21,2025-08-23,2,Summer,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,4,0,Phone,Online payment,Completed,596
CUST-01284,BOOK-01284,Mikael Schmidt,Norway,2025-09-01,2026-02-15,2026-02-25,10,Winter,Superior Room,SU-19,Slope view,French balcony,French balcony or balcony,140,2,0,Corporate,Invoice,No-show,0
CUST-01285,BOOK-01285,Matti Novak,Austria,2025-02-23,2025-06-19,2025-06-24,5,Summer,Standard View Room,SV-24,Slope view,Balcony,French balcony or balcony,120,2,0,Phone,Debit card,Completed,600
CUST-01286,BOOK-01286,Emilia Bianchi,United States,2025-02-06,2025-06-14,2025-06-21,7,Summer,Standard View Room,SV-24,Slope view,Balcony,French balcony or balcony,120,2,0,Corporate,Invoice,Completed,840
CUST-01287,BOOK-01287,Anna Smith,France,2025-10-09,2026-02-14,2026-02-18,4,Winter,Deluxe Room,DR-01,Slope view,French balcony,Bathtub and sauna; French balcony or balcony,200,3,0,Phone,Credit card,Completed,800
CUST-01288,BOOK-01288,Samuel Virtanen,Italy,2025-12-13,2025-12-22,2025-12-27,5,Winter,Superior Room,SU-16,Forest view,Balcony,French balcony or balcony,140,3,0,Phone,Online payment,Completed,700
CUST-01289,BOOK-01289,Emma Saarinen,United Kingdom,2026-02-18,2026-05-18,2026-05-22,4,Shoulder,Standard Room,SR-17,Forest view,Balcony,French balcony or balcony,100,2,0,Corporate,Invoice,Completed,400
CUST-01290,BOOK-01290,Sara Heikkinen,Netherlands,2025-08-11,2026-01-22,2026-01-26,4,Winter,Standard Room,SR-27,Slope view,French balcony,French balcony or balcony,100,3,1,Expedia,Invoice,No-show,0
CUST-01291,BOOK-01291,Sofia Koskinen,Austria,2025-08-09,2025-09-22,2025-09-28,6,Shoulder,Standard Room,SR-21,Slope view,Balcony,French balcony or balcony,100,1,1,Expedia,Debit card,No-show,0
CUST-01292,BOOK-01292,Liam Kowalski,Estonia,2025-11-19,2026-02-28,2026-03-05,5,Winter,Superior Room,SU-02,Slope view,French balcony,French balcony or balcony,140,4,0,Corporate,Debit card,Cancelled,0
CUST-01293,BOOK-01293,Sofia Lehtonen,Denmark,2025-12-28,2026-05-22,2026-05-25,3,Shoulder,Standard View Room,SV-40,Forest view,Balcony,French balcony or balcony,120,2,0,Phone,Invoice,Completed,360
CUST-01294,BOOK-01294,Anna Korhonen,Estonia,2025-10-18,2026-02-21,2026-02-24,3,Winter,Standard View Room,SV-16,Slope view,Balcony,French balcony or balcony,120,3,0,Booking.com,Online payment,No-show,0
CUST-01295,BOOK-01295,Felix Nieminen,Denmark,2025-12-14,2026-04-18,2026-04-23,5,Winter,Deluxe Room,DR-04,Forest view,Balcony,Bathtub and sauna; French balcony or balcony,200,2,0,Phone,Online payment,No-show,0
CUST-01296,BOOK-01296,Lucas Hansen,Spain,2026-03-01,2026-03-25,2026-03-28,3,Winter,Superior Family Room,SF-06,Slope view,Balcony,French balcony or balcony,170,2,0,Expedia,Debit card,Completed,510
CUST-01297,BOOK-01297,Alexander Karlsson,Denmark,2025-05-24,2025-07-25,2025-07-28,3,Summer,Standard Room,SR-05,Slope view,Balcony,French balcony or balcony,95,2,0,Direct website,Online payment,Completed,285
CUST-01298,BOOK-01298,Oliver Virtanen,Belgium,2025-06-30,2025-08-16,2025-08-21,5,Summer,Superior Room,SU-03,Forest view,Balcony,French balcony or balcony,140,2,0,Direct website,Invoice,Completed,700
CUST-01299,BOOK-01299,Aino Saarinen,Belgium,2026-02-08,2026-03-15,2026-03-17,2,Winter,Superior Room,SU-18,Slope view,French balcony,French balcony or balcony,140,3,0,Expedia,Invoice,Cancelled,0
CUST-01300,BOOK-01300,Alexander Virtanen,Estonia,2025-03-25,2025-08-23,2025-08-30,7,Summer,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Travel agency,Online payment,Cancelled,0
CUST-01301,BOOK-01301,Adam Koskinen,Italy,2025-06-13,2025-10-31,2025-11-06,6,Shoulder,Standard Room,SR-43,Forest view,Balcony,French balcony or balcony,100,3,0,Expedia,Online payment,Completed,600
CUST-01302,BOOK-01302,Eetu Petrov,Norway,2025-10-14,2026-04-11,2026-04-14,3,Winter,Standard View Room,SV-25,Forest view,Balcony,French balcony or balcony,120,4,0,Direct website,Credit card,No-show,0
CUST-01303,BOOK-01303,Laura Martin,Netherlands,2025-06-02,2025-06-22,2025-06-24,2,Summer,Standard Room,SR-20,Forest view,French balcony,French balcony or balcony,95,2,2,Direct website,Online payment,Completed,190
CUST-01304,BOOK-01304,Ella Smith,France,2025-05-30,2025-11-10,2025-11-12,2,Winter,Standard Room,SR-46,Slope view,Balcony,French balcony or balcony,100,2,0,Direct website,Online payment,Cancelled,0
CUST-01305,BOOK-01305,Olivia Miller,Canada,2025-09-26,2025-11-03,2025-11-06,3,Winter,Standard View Room,SV-38,Slope view,Balcony,French balcony or balcony,120,4,1,Booking.com,Invoice,Cancelled,0
CUST-01306,BOOK-01306,Alexander Laine,Finland,2025-12-12,2026-01-16,2026-01-23,7,Winter,Superior Family Room,SF-03,Forest view,Balcony,French balcony or balcony,170,3,3,Phone,Debit card,Completed,1190
CUST-01307,BOOK-01307,Lucas Santos,United Kingdom,2025-07-18,2025-12-06,2025-12-09,3,Winter,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Direct website,Debit card,No-show,0
CUST-01308,BOOK-01308,Daniel Wilson,Norway,2025-08-25,2025-09-11,2025-09-15,4,Shoulder,Deluxe Room,DR-03,Forest view,Balcony,Bathtub and sauna; French balcony or balcony,200,3,2,Corporate,Debit card,Completed,800
CUST-01309,BOOK-01309,Alma Rantanen,Finland,2025-08-14,2025-12-30,2026-01-02,3,Winter,Standard Room,SR-06,Slope view,French balcony,French balcony or balcony,100,3,0,Phone,Credit card,No-show,0
CUST-01310,BOOK-01310,Hugo Johansson,Estonia,2026-02-28,2026-05-07,2026-05-11,4,Shoulder,Superior Family Room,SF-04,Forest view,Balcony,French balcony or balcony,170,2,0,Booking.com,Invoice,Completed,680
CUST-01311,BOOK-01311,Oliver Smith,United States,2025-05-12,2025-08-19,2025-08-25,6,Summer,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Corporate,Debit card,Completed,1788
CUST-01312,BOOK-01312,Alma Dubois,France,2025-11-21,2026-01-12,2026-01-22,10,Winter,Superior Room,SU-18,Slope view,Balcony,French balcony or balcony,140,3,1,Corporate,Debit card,Completed,1400
CUST-01313,BOOK-01313,Lucas Bianchi,Poland,2025-05-01,2025-06-15,2025-06-18,3,Summer,Standard Room,SR-41,Slope view,French balcony,French balcony or balcony,95,3,1,Phone,Credit card,No-show,0
CUST-01314,BOOK-01314,Emma Koskinen,Belgium,2026-02-19,2026-04-24,2026-04-27,3,Winter,Standard View Room,SV-37,Forest view,French balcony,French balcony or balcony,120,2,2,Expedia,Invoice,Completed,360
CUST-01315,BOOK-01315,Nora Heikkinen,Austria,2025-05-18,2025-08-02,2025-08-06,4,Summer,Superior Room,SU-19,Slope view,French balcony,French balcony or balcony,140,4,0,Expedia,Online payment,Cancelled,0
CUST-01316,BOOK-01316,Liam Novak,United States,2025-10-18,2026-03-23,2026-03-29,6,Winter,Superior Family Room,SF-05,Forest view,Balcony,French balcony or balcony,170,1,0,Travel agency,Credit card,Completed,1020
CUST-01317,BOOK-01317,Alma Silva,Canada,2025-07-23,2025-08-22,2025-08-24,2,Summer,Standard Room,SR-02,Slope view,French balcony,French balcony or balcony,95,2,2,Expedia,Debit card,No-show,0
CUST-01318,BOOK-01318,Mila Laine,Finland,2025-10-01,2026-03-24,2026-04-03,10,Winter,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Phone,Credit card,Completed,2980
CUST-01319,BOOK-01319,Elina Karlsson,United States,2025-10-25,2026-03-08,2026-03-10,2,Winter,Standard Room,SR-18,Slope view,Balcony,French balcony or balcony,100,2,0,Phone,Online payment,Completed,200
CUST-01320,BOOK-01320,Amelia Kowalski,Sweden,2026-04-26,2026-05-08,2026-05-12,4,Shoulder,Standard Room,SR-28,Slope view,French balcony,French balcony or balcony,100,1,3,Booking.com,Invoice,No-show,0
CUST-01321,BOOK-01321,Anna Mäkinen,United States,2026-04-08,2026-04-27,2026-04-29,2,Winter,Standard View Room,SV-37,Forest view,Balcony,French balcony or balcony,120,3,0,Booking.com,Credit card,No-show,0
CUST-01322,BOOK-01322,Iida Dubois,Finland,2025-05-18,2025-06-12,2025-06-18,6,Summer,Superior Room,SU-13,Forest view,Balcony,French balcony or balcony,140,2,0,Phone,Debit card,No-show,0
CUST-01323,BOOK-01323,Alexander Karlsson,Norway,2025-05-06,2025-06-30,2025-07-04,4,Summer,Standard Room,SR-24,Slope view,Balcony,French balcony or balcony,95,2,2,Booking.com,Invoice,No-show,0
CUST-01324,BOOK-01324,Emma Mäkinen,United States,2025-03-11,2025-06-25,2025-06-30,5,Summer,Superior Room,SU-14,Slope view,Balcony,French balcony or balcony,140,3,0,Direct website,Credit card,Completed,700
CUST-01325,BOOK-01325,Ella Mäkinen,Sweden,2025-04-05,2025-07-30,2025-08-01,2,Summer,Standard View Room,SV-06,Forest view,French balcony,French balcony or balcony,120,3,1,Corporate,Invoice,Completed,240
CUST-01326,BOOK-01326,Ella Salminen,France,2025-06-16,2025-10-06,2025-10-08,2,Shoulder,Superior Room,SU-02,Slope view,Balcony,French balcony or balcony,140,2,0,Phone,Debit card,Completed,280
CUST-01327,BOOK-01327,Sofia Laine,Spain,2025-12-04,2026-01-20,2026-01-25,5,Winter,Superior Room,SU-05,Slope view,French balcony,French balcony or balcony,140,2,0,Corporate,Invoice,No-show,0
CUST-01328,BOOK-01328,Felix Dubois,Estonia,2026-03-12,2026-04-17,2026-04-21,4,Winter,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Direct website,Debit card,Completed,1192
CUST-01329,BOOK-01329,Aino Santos,France,2025-06-16,2025-12-05,2025-12-15,10,Winter,Standard Room,SR-32,Slope view,Balcony,French balcony or balcony,100,2,1,Travel agency,Credit card,Completed,1000
CUST-01330,BOOK-01330,Ava Andersen,Belgium,2025-02-28,2025-07-20,2025-07-23,3,Summer,Standard View Room,SV-09,Slope view,Balcony,French balcony or balcony,120,2,0,Booking.com,Debit card,Completed,360
CUST-01331,BOOK-01331,Elias Laine,Canada,2025-05-30,2025-06-14,2025-06-17,3,Summer,Standard Room,SR-13,Forest view,Balcony,French balcony or balcony,95,2,1,Travel agency,Debit card,Completed,285
CUST-01332,BOOK-01332,Leo Johansson,Norway,2025-11-21,2026-03-13,2026-03-17,4,Winter,Standard Room,SR-30,Slope view,Balcony,French balcony or balcony,100,3,0,Booking.com,Debit card,No-show,0
CUST-01333,BOOK-01333,Mikael Koskinen,Italy,2025-06-23,2025-08-04,2025-08-10,6,Summer,Standard View Room,SV-34,Forest view,French balcony,French balcony or balcony,120,2,1,Expedia,Credit card,Completed,720
CUST-01334,BOOK-01334,Julia Miller,United States,2025-07-02,2025-10-06,2025-10-08,2,Shoulder,Standard Room,SR-01,Slope view,Balcony,French balcony or balcony,100,4,0,Direct website,Online payment,Cancelled,0
CUST-01335,BOOK-01335,Sara Andersen,United Kingdom,2025-11-09,2026-01-13,2026-01-17,4,Winter,Superior Family Room,SF-08,Forest view,Balcony,French balcony or balcony,170,2,0,Expedia,Invoice,Completed,680
CUST-01336,BOOK-01336,Adam Mäkinen,Sweden,2025-11-15,2026-01-09,2026-01-10,1,Winter,Standard Room,SR-14,Slope view,French balcony,French balcony or balcony,100,3,1,Travel agency,Debit card,Completed,100
CUST-01337,BOOK-01337,Julia Heikkinen,Poland,2025-03-10,2025-07-22,2025-07-26,4,Summer,Standard Room,SR-42,Forest view,French balcony,French balcony or balcony,95,2,0,Phone,Online payment,Completed,380
CUST-01338,BOOK-01338,Mikael Rossi,Sweden,2025-09-18,2026-01-16,2026-01-18,2,Winter,Standard View Room,SV-38,Slope view,French balcony,French balcony or balcony,120,2,0,Travel agency,Credit card,Completed,240
CUST-01339,BOOK-01339,Leo Müller,Spain,2025-07-03,2025-10-05,2025-10-07,2,Shoulder,Superior Room,SU-20,Slope view,Balcony,French balcony or balcony,140,2,0,Travel agency,Debit card,Completed,280
CUST-01340,BOOK-01340,Liam Rantanen,Belgium,2025-04-04,2025-07-29,2025-08-03,5,Summer,Standard Room,SR-17,Forest view,Balcony,French balcony or balcony,95,3,0,Travel agency,Credit card,Cancelled,0
CUST-01341,BOOK-01341,Amelia Heikkinen,United States,2025-07-08,2025-09-13,2025-09-15,2,Shoulder,Standard Room,SR-16,Slope view,Balcony,French balcony or balcony,100,4,0,Booking.com,Credit card,Completed,200
CUST-01342,BOOK-01342,Hugo Korhonen,Sweden,2025-11-12,2025-11-28,2025-12-02,4,Winter,Standard View Room,SV-06,Forest view,Balcony,French balcony or balcony,120,2,0,Expedia,Online payment,Completed,480
CUST-01343,BOOK-01343,Leo Johansson,Canada,2025-10-27,2026-04-17,2026-04-21,4,Winter,Superior Family Room,SF-09,Slope view,Balcony,French balcony or balcony,170,2,0,Direct website,Online payment,Completed,680
CUST-01344,BOOK-01344,Felix Silva,Italy,2025-10-30,2026-03-27,2026-03-30,3,Winter,Superior Family Room,SF-05,Forest view,French balcony,French balcony or balcony,170,2,1,Phone,Credit card,Completed,510
CUST-01345,BOOK-01345,Adam Virtanen,Spain,2025-05-27,2025-11-10,2025-11-16,6,Winter,Standard Room,SR-43,Forest view,Balcony,French balcony or balcony,100,4,0,Corporate,Invoice,No-show,0
CUST-01346,BOOK-01346,Theo Dubois,Denmark,2026-01-06,2026-04-24,2026-04-27,3,Winter,Standard Room,SR-36,Slope view,Balcony,French balcony or balcony,100,2,1,Direct website,Invoice,No-show,0
CUST-01347,BOOK-01347,Leo Karlsson,Canada,2025-07-18,2025-12-13,2025-12-23,10,Winter,Standard Room,SR-39,Slope view,Balcony,French balcony or balcony,100,2,1,Expedia,Invoice,Completed,1000
CUST-01348,BOOK-01348,Sara Miller,Denmark,2025-03-28,2025-09-02,2025-09-05,3,Shoulder,Superior Room,SU-14,Slope view,Balcony,French balcony or balcony,140,3,0,Expedia,Debit card,No-show,0
CUST-01349,BOOK-01349,Lucas Johansson,Sweden,2025-08-27,2026-01-07,2026-01-13,6,Winter,Sky Suite,SS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Booking.com,Credit card,Completed,1788
CUST-01350,BOOK-01350,Linnea Mäkinen,Norway,2025-05-15,2025-07-16,2025-07-19,3,Summer,Deluxe Room,DR-04,Forest view,Balcony,Bathtub and sauna; French balcony or balcony,200,3,1,Corporate,Invoice,Completed,600
CUST-01351,BOOK-01351,Oscar Smith,Spain,2025-02-25,2025-08-15,2025-08-22,7,Summer,Standard Room,SR-07,Slope view,French balcony,French balcony or balcony,95,3,2,Corporate,Invoice,Completed,665
CUST-01352,BOOK-01352,Theo Petrov,Belgium,2025-05-30,2025-10-12,2025-10-15,3,Shoulder,Standard Room,SR-28,Slope view,French balcony,French balcony or balcony,100,2,0,Corporate,Online payment,Completed,300
CUST-01353,BOOK-01353,Linnea Brown,Sweden,2025-09-24,2026-01-11,2026-01-18,7,Winter,Standard View Room,SV-40,Forest view,Balcony,French balcony or balcony,120,2,1,Booking.com,Debit card,Completed,840
CUST-01354,BOOK-01354,Oliver Kowalski,United Kingdom,2025-08-02,2025-12-12,2025-12-16,4,Winter,Standard Room,SR-16,Slope view,Balcony,French balcony or balcony,100,3,0,Booking.com,Invoice,Completed,400
CUST-01355,BOOK-01355,Laura Petrov,Canada,2025-09-23,2026-03-14,2026-03-21,7,Winter,Standard Room,SR-33,Forest view,French balcony,French balcony or balcony,100,2,0,Booking.com,Credit card,Cancelled,0
CUST-01356,BOOK-01356,Eetu Rantanen,Poland,2025-09-28,2025-10-11,2025-10-18,7,Shoulder,Standard Room,SR-24,Slope view,Balcony,French balcony or balcony,100,4,1,Booking.com,Invoice,Cancelled,0
CUST-01357,BOOK-01357,Nora Koskinen,Austria,2025-07-24,2025-10-24,2025-10-29,5,Shoulder,Superior Family Room,SF-05,Forest view,French balcony,French balcony or balcony,170,3,0,Phone,Invoice,No-show,0
